branch,client_id,region,first_purchase,orders_count,payment_sum
NK,1863,Республика Дагестан,2013-19-09,18,151851.30
UR,1865,Ямало-Ненецкий автономный округ,2014-31-10,20,409375.04
NK,1864,Республика Северная Осетия,2012-15-03,5,140799.85
SO,1889,Республика Крым,2012-01-03,24,672986.36
NK,1865,Карачаево-Черкесская Республика,2015-30-09,7,137023.77
CE,1883,Белгородская область,2013-03-08,12,312970.69
FE,1872,Приморский край,2015-06-08,3,15334.48
NW,1859,Ненецкий автономный округ,2011-06-04,19,90572.74
SB,1867,Алтайский край,2011-12-12,9,274621.63
SO,1890,Астраханская область,2014-10-05,12,145767.68
NK,1866,Республика Ингушетия,2013-28-05,32,311142.02
VG,1919,Нижегородская область,2014-30-12,2,38777.06
NK,1867,Республика Ингушетия,2011-05-04,1,23340.83
CE,1884,Орловская область,2016-30-04,4,39272.33
VG,1920,Оренбургская область,2016-10-04,3,85711.18
NK,1868,Кабардино-Балкарская Республика,2013-31-08,4,74705.60
CE,1885,Рязанская область,2013-02-12,2,16719.46
FE,1873,Хабаровский край,2015-01-08,1,16056.24
FE,1874,Сахалинская область,2015-10-06,4,98778.39
NK,1869,Ставропольский край,2015-18-05,10,326983.62
NW,1860,Санкт-Петербург,2015-01-04,0,0.00
VG,1921,Пермский край,2014-02-08,8,189737.53
CE,1886,Калужская область,2012-04-10,21,377866.08
UR,1866,Челябинская область,2016-17-03,16,412004.44
SO,1891,Волгоградская область,2015-05-09,5,26712.58
CE,1887,Ярославская область,2011-29-04,1,43685.73
SB,1868,Алтайский край,2011-26-02,8,109529.24
NK,1870,Карачаево-Черкесская Республика,2010-25-08,8,65022.51
CE,1888,Калужская область,2015-21-03,12,298970.45
NW,1861,Архангельская область,2014-28-08,9,259018.26
SO,1892,Севастополь,2011-07-10,5,110955.90
NK,1871,Кабардино-Балкарская Республика,2015-18-02,18,404198.97
SO,1893,Республика Адыгея,2010-26-04,8,25062.11
NW,1862,Республика Коми,2010-21-08,19,334183.63
NW,1863,Калининградская область,2015-21-02,17,29467.67
CE,1889,Брянская область,2014-29-12,15,135008.84
NW,1864,Вологодская область,2013-10-12,7,105812.11
SO,1894,Республика Адыгея,2010-23-01,16,238993.41
CE,1890,Калужская область,2012-06-03,2,48315.78
VG,1922,Кировская область,2010-21-04,19,587524.13
FE,1875,Еврейская автономная область,2016-03-01,19,319129.20
VG,1923,Нижегородская область,2013-09-01,13,168416.55
SO,1895,Республика Калмыкия,2010-14-10,17,29077.00
CE,1891,Рязанская область,2013-19-02,12,138672.49
UR,1867,Свердловская область,2010-11-01,18,414755.94
SO,1896,Краснодарский край,2013-20-02,12,390984.04
NW,1865,Ленинградская область,2011-14-05,7,174787.03
NW,1866,Псковская область,2010-03-02,13,22511.10
FE,1876,Еврейская автономная область,2010-02-08,6,112610.72
VG,1924,Нижегородская область,2012-13-08,2,34395.32
FE,1877,Сахалинская область,2012-27-11,17,151591.06
VG,1925,Нижегородская область,2010-18-08,29,644631.35
VG,1926,Чувашская Республика,2014-25-03,3,11826.35
NW,1867,Вологодская область,2010-22-03,1,33060.49
SO,1897,Республика Калмыкия,2015-04-06,10,28390.48
NW,1868,Псковская область,2010-30-04,7,218821.82
SB,1869,Республика Хакасия,2010-10-01,5,45103.48
VG,1927,Самарская область,2014-15-05,31,350317.39
CE,1892,Воронежская область,2012-18-06,22,392471.95
VG,1928,Кировская область,2011-26-10,20,780844.75
CE,1893,Ярославская область,2012-29-02,16,389571.42
NK,1872,Ставропольский край,2015-11-12,26,631479.04
SB,1870,Новосибирская область,2016-15-03,5,64886.75
FE,1878,Камчатский край,2015-05-09,2,39943.88
SO,1898,Ростовская область,2013-18-12,2,51398.27
SB,1871,Республика Бурятия,2011-23-03,5,104789.80
VG,1929,Удмуртская Республика,2010-22-09,7,93313.68
UR,1868,Ямало-Ненецкий автономный округ,2011-17-03,8,105322.89
FE,1879,Амурская область,2011-28-02,5,938.65
FE,1880,Приморский край,2016-25-06,11,282010.26
NK,1873,Республика Дагестан,2011-16-02,12,124356.39
SB,1872,Республика Бурятия,2010-13-03,5,108754.74
NW,1869,Новгородская область,2012-02-10,20,157987.24
NW,1870,Псковская область,2011-10-07,10,359694.53
NW,1871,Санкт-Петербург,2014-19-03,6,4072.94
FE,1881,Хабаровский край,2014-20-02,6,142919.69
VG,1930,Кировская область,2010-03-03,26,777338.30
VG,1931,Ульяновская область,2016-08-07,14,87397.30
SB,1873,Омская область,2014-28-03,11,177856.34
SO,1899,Краснодарский край,2013-31-10,26,166957.07
VG,1932,Республика Башкортостан,2013-21-06,10,55395.83
VG,1933,Республика Башкортостан,2015-18-12,16,358392.34
SO,1900,Ростовская область,2010-26-05,15,159228.06
SO,1901,Республика Калмыкия,2011-08-09,33,254569.90
VG,1934,Самарская область,2012-06-07,29,992238.91
SO,1902,Республика Адыгея,2013-17-05,14,218200.81
FE,1882,Магаданская область,2014-21-02,5,42045.85
SB,1874,Томская область,2015-24-09,20,150660.64
NK,1874,Республика Ингушетия,2016-31-03,27,518430.17
SO,1903,Республика Адыгея,2012-07-05,8,136870.90
NK,1875,Чеченская Республика,2015-11-01,14,196113.74
VG,1935,Саратовская область,2015-30-01,7,131723.50
SO,1904,Республика Калмыкия,2010-19-06,6,83247.32
CE,1894,Владимирская область,2012-06-07,17,197615.36
SB,1875,Республика Алтай,2014-10-08,18,11361.87
FE,1883,Республика Саха (Якутия),2012-24-12,15,32650.63
NW,1872,Республика Коми,2015-02-12,11,84690.77
NW,1873,Республика Карелия,2013-14-11,4,49890.15
CE,1895,Смоленская область,2014-16-10,2,30681.41
VG,1936,Саратовская область,2016-22-07,1,26426.29
FE,1884,Амурская область,2010-13-04,7,204302.31
CE,1896,Ивановская область,2014-05-02,4,8833.82
SO,1905,Республика Калмыкия,2012-02-05,16,289318.89
SO,1906,Республика Калмыкия,2012-27-10,23,234132.71
FE,1885,Амурская область,2014-18-03,6,112941.16
UR,1869,Ямало-Ненецкий автономный округ,2011-05-12,10,297356.68
UR,1870,Курганская область,2014-14-02,12,27897.72
CE,1897,Брянская область,2016-24-03,1,14207.98
SO,1907,Волгоградская область,2012-06-09,24,142185.86
CE,1898,Белгородская область,2014-13-12,18,256236.91
FE,1886,Еврейская автономная область,2014-09-07,13,73715.89
NK,1876,Кабардино-Балкарская Республика,2014-04-09,16,75846.07
NW,1874,Калининградская область,2015-17-06,14,281967.69
FE,1887,Хабаровский край,2014-08-04,28,536983.00
VG,1937,Саратовская область,2012-01-03,10,100235.91
UR,1871,Курганская область,2011-11-01,21,603193.56
CE,1899,Тверская область,2013-19-07,15,142505.95
FE,1888,Магаданская область,2014-23-03,10,59735.49
FE,1889,Магаданская область,2012-09-04,6,54945.97
SO,1908,Астраханская область,2011-12-06,7,65845.13
UR,1872,Тюменская область,2015-26-06,17,455673.56
SB,1876,Новосибирская область,2014-26-11,0,0.00
FE,1890,Хабаровский край,2010-19-05,14,536115.90
NW,1875,Республика Карелия,2015-11-01,10,216718.47
NK,1877,Республика Дагестан,2010-24-10,11,233983.54
UR,1873,Курганская область,2011-16-05,1,149.71
FE,1891,Приморский край,2012-16-06,17,506630.09
FE,1892,Хабаровский край,2011-01-05,6,7459.81
VG,1938,Ульяновская область,2012-15-08,18,482882.60
UR,1874,Свердловская область,2010-08-05,5,70692.70
UR,1875,Ханты-Мансийский автономный округ,2012-23-02,13,283632.99
NW,1876,Республика Карелия,2011-14-09,21,15397.48
CE,1900,Смоленская область,2014-05-11,15,349318.10
SO,1909,Республика Адыгея,2011-24-07,10,112373.08
CE,1901,Белгородская область,2014-07-05,30,144855.32
CE,1902,Рязанская область,2013-09-04,2,18978.62
SB,1877,Омская область,2012-02-10,9,92139.30
VG,1939,Ульяновская область,2014-01-03,5,166880.11
NK,1878,Чеченская Республика,2010-03-04,12,47540.53
SO,1910,Республика Адыгея,2011-29-08,21,245987.56
NK,1879,Карачаево-Черкесская Республика,2011-15-09,3,3869.88
SO,1911,Ростовская область,2013-13-03,5,43823.54
FE,1893,Еврейская автономная область,2011-22-09,8,63212.85
UR,1876,Свердловская область,2011-04-04,10,148003.99
VG,1940,Республика Мордовия,2010-14-06,7,183771.23
NW,1877,Калининградская область,2013-10-08,4,96636.08
VG,1941,Республика Башкортостан,2014-04-04,3,2086.55
SB,1878,Омская область,2012-27-12,7,201802.01
VG,1942,Удмуртская Республика,2013-14-07,2,20472.73
FE,1894,Сахалинская область,2011-11-11,3,108074.92
VG,1943,Нижегородская область,2016-15-03,19,91719.60
SO,1912,Волгоградская область,2013-09-10,13,326243.17
NW,1878,Архангельская область,2012-05-10,2,44562.03
CE,1903,Ярославская область,2014-20-12,11,464609.49
FE,1895,Магаданская область,2012-06-06,16,22999.17
FE,1896,Чукотский автономный округ,2012-13-05,11,217016.97
NK,1880,Чеченская Республика,2012-14-03,3,21630.01
NW,1879,Санкт-Петербург,2013-08-09,16,409025.76
SB,1879,Томская область,2011-13-08,15,353256.90
SO,1913,Ростовская область,2011-07-01,8,101643.91
UR,1877,Тюменская область,2011-26-05,15,11748.34
CE,1904,Курская область,2012-20-11,3,74196.92
SB,1880,Кемеровская область,2015-04-07,10,71043.30
SB,1881,Новосибирская область,2012-30-07,9,325239.99
UR,1878,Свердловская область,2015-10-11,2,4435.03
SB,1882,Республика Хакасия,2010-30-04,4,14400.78
FE,1897,Сахалинская область,2010-11-09,7,2380.37
SO,1914,Республика Крым,2015-05-12,22,225478.20
UR,1879,Ямало-Ненецкий автономный округ,2012-26-09,13,14156.22
CE,1905,Брянская область,2015-18-09,21,230500.54
NW,1880,Республика Коми,2016-06-07,4,113342.44
SB,1883,Красноярский край,2012-21-10,17,28628.34
VG,1944,Ульяновская область,2016-10-02,14,215234.93
SB,1884,Красноярский край,2011-12-09,7,59857.80
UR,1880,Ямало-Ненецкий автономный округ,2015-28-06,15,49724.38
FE,1898,Камчатский край,2013-03-11,11,56020.42
SB,1885,Томская область,2013-02-01,0,0.00
CE,1906,Брянская область,2013-19-02,8,79608.78
CE,1907,Воронежская область,2015-12-06,8,175854.20
SB,1886,Новосибирская область,2011-14-03,1,9349.90
UR,1881,Ямало-Ненецкий автономный округ,2013-13-01,22,242916.18
SO,1915,Республика Крым,2010-08-09,1,22732.07
FE,1899,Амурская область,2010-01-03,14,28727.40
CE,1908,Ивановская область,2012-08-07,5,120686.76
SO,1916,Волгоградская область,2013-13-06,8,212054.34
CE,1909,Курская область,2011-07-03,3,5654.49
NK,1881,Республика Ингушетия,2012-11-04,7,143327.95
CE,1910,Тульская область,2010-24-03,21,515827.21
VG,1945,Нижегородская область,2016-25-03,3,16340.06
NW,1881,Псковская область,2010-18-09,7,24742.88
NK,1882,Республика Северная Осетия,2011-14-08,6,63577.58
UR,1882,Тюменская область,2011-31-07,0,0.00
SO,1917,Ростовская область,2012-05-04,8,128310.96
FE,1900,Еврейская автономная область,2010-18-12,19,359792.52
SO,1918,Ростовская область,2010-29-07,33,1046178.50
NW,1882,Ленинградская область,2011-02-10,11,1811.08
UR,1883,Ямало-Ненецкий автономный округ,2014-17-09,5,28304.53
FE,1901,Республика Саха (Якутия),2016-14-07,6,60522.36
CE,1911,Смоленская область,2012-06-10,16,474077.91
CE,1912,Тульская область,2013-03-10,11,327251.48
SB,1887,Забайкальский край,2010-01-11,22,174784.08
VG,1946,Пензенская область,2015-10-09,1,26875.96
CE,1913,Орловская область,2010-19-09,3,28299.61
NK,1883,Кабардино-Балкарская Республика,2014-15-03,12,358704.74
SB,1888,Новосибирская область,2014-29-03,8,209071.40
VG,1947,Удмуртская Республика,2016-21-02,11,120934.29
SO,1919,Краснодарский край,2010-11-01,18,103645.20
NK,1884,Ставропольский край,2010-20-02,10,149239.04
SB,1889,Иркутская область,2012-16-11,5,147403.33
FE,1902,Чукотский автономный округ,2010-24-01,17,490872.81
NW,1883,Ленинградская область,2014-20-10,8,63007.64
NK,1885,Республика Дагестан,2016-08-02,10,252872.45
FE,1903,Амурская область,2011-18-12,1,3156.71
FE,1904,Чукотский автономный округ,2011-28-01,0,0.00
UR,1884,Тюменская область,2013-11-03,3,38307.32
VG,1948,Пермский край,2015-10-10,7,4584.30
SO,1920,Астраханская область,2013-20-07,7,134294.94
CE,1914,Воронежская область,2013-23-06,7,48349.10
VG,1949,Кировская область,2010-05-05,14,585872.25
CE,1915,Ярославская область,2012-20-10,6,25123.29
FE,1905,Сахалинская область,2010-05-03,12,532632.11
UR,1885,Свердловская область,2010-23-04,16,213479.62
VG,1950,Саратовская область,2015-08-12,3,15097.54
SB,1890,Республика Алтай,2013-03-07,4,120715.21
NW,1884,Республика Коми,2012-09-01,1,112.56
SO,1921,Ростовская область,2012-15-10,23,170722.70
VG,1951,Республика Мордовия,2014-13-04,17,80452.12
NK,1886,Карачаево-Черкесская Республика,2011-17-07,12,220004.59
UR,1886,Свердловская область,2012-25-11,15,172663.99
FE,1906,Чукотский автономный округ,2014-05-05,10,97259.84
FE,1907,Приморский край,2013-05-08,10,21491.19
UR,1887,Курганская область,2012-24-10,4,32951.72
SO,1922,Краснодарский край,2011-04-02,8,80919.35
NW,1885,Ленинградская область,2012-11-09,17,140174.62
NK,1887,Ставропольский край,2012-16-01,31,564096.92
NK,1888,Чеченская Республика,2016-31-03,21,422404.19
NW,1886,Ненецкий автономный округ,2015-24-12,20,715415.65
UR,1888,Свердловская область,2014-04-05,8,92631.12
UR,1889,Ханты-Мансийский автономный округ,2012-12-07,0,0.00
FE,1908,Амурская область,2011-29-01,16,17681.22
NW,1887,Ленинградская область,2010-10-08,8,159900.60
NW,1888,Республика Коми,2014-22-04,18,564791.67
SB,1891,Иркутская область,2011-02-05,5,156690.75
NW,1889,Ленинградская область,2011-07-11,5,131305.46
VG,1952,Оренбургская область,2015-20-05,23,186721.77
CE,1916,Брянская область,2013-17-08,5,74171.44
SB,1892,Алтайский край,2010-22-12,5,23188.33
VG,1953,Республика Мордовия,2014-21-08,28,664462.53
NW,1890,Мурманская область,2014-24-05,7,190647.92
VG,1954,Оренбургская область,2014-27-04,3,258.12
SB,1893,Республика Бурятия,2010-18-02,17,333641.95
NK,1889,Кабардино-Балкарская Республика,2016-03-02,19,21445.80
SO,1923,Волгоградская область,2011-05-09,25,755444.65
SO,1924,Астраханская область,2015-21-06,18,204676.90
SB,1894,Новосибирская область,2013-29-09,1,15589.06
FE,1909,Еврейская автономная область,2012-11-01,13,178038.01
SO,1925,Республика Крым,2011-11-04,5,85928.57
VG,1955,Самарская область,2012-27-01,7,169154.41
FE,1910,Магаданская область,2010-30-01,20,142142.04
FE,1911,Чукотский автономный округ,2015-08-09,5,22740.27
CE,1917,Владимирская область,2016-21-07,19,330016.57
UR,1890,Ханты-Мансийский автономный округ,2014-13-07,25,411909.75
CE,1918,Воронежская область,2010-31-10,12,62633.69
NW,1891,Ленинградская область,2010-24-12,7,25090.43
VG,1956,Пермский край,2014-08-07,8,232054.71
FE,1912,Республика Саха (Якутия),2012-28-08,13,550596.51
FE,1913,Приморский край,2013-21-10,22,371410.41
SB,1895,Новосибирская область,2012-26-01,7,22350.71
SO,1926,Краснодарский край,2011-13-02,20,255583.18
VG,1957,Нижегородская область,2016-13-06,12,123758.03
NW,1892,Псковская область,2015-21-10,5,137948.26
VG,1958,Самарская область,2016-06-03,13,308473.93
NK,1890,Республика Северная Осетия,2010-30-07,26,296631.18
CE,1919,Владимирская область,2016-23-05,6,94225.16
SO,1927,Севастополь,2012-28-08,19,38988.27
NK,1891,Республика Дагестан,2016-01-06,1,22717.59
VG,1959,Оренбургская область,2014-12-11,18,193823.26
CE,1920,Курская область,2013-07-06,15,329533.49
UR,1891,Челябинская область,2010-25-11,3,88247.23
SO,1928,Республика Крым,2013-13-08,12,175334.76
CE,1921,Ивановская область,2014-10-09,6,238900.29
SO,1929,Краснодарский край,2013-03-06,7,9305.53
NW,1893,Республика Коми,2013-14-09,2,11662.03
CE,1922,Рязанская область,2011-28-12,13,359370.04
VG,1960,Республика Башкортостан,2013-21-06,11,240516.12
VG,1961,Саратовская область,2015-15-04,11,424178.89
VG,1962,Республика Мордовия,2011-22-07,21,218943.10
SB,1896,Томская область,2010-14-12,14,511793.07
NW,1894,Архангельская область,2013-04-04,10,145655.35
VG,1963,Чувашская Республика,2014-28-11,11,270827.78
CE,1923,Курская область,2014-27-04,4,119159.65
VG,1964,Республика Мордовия,2012-08-03,6,174187.21
CE,1924,Московская область,2014-24-01,27,506903.44
VG,1965,Республика Марий Эл,2010-24-11,7,223719.41
NW,1895,Республика Коми,2013-18-08,3,56379.91
UR,1892,Ханты-Мансийский автономный округ,2016-08-03,9,55306.47
NW,1896,Республика Коми,2015-06-10,31,559279.19
UR,1893,Свердловская область,2010-20-03,9,183478.47
VG,1966,Удмуртская Республика,2011-09-03,24,700233.56
NK,1892,Республика Северная Осетия,2014-19-09,1,4158.59
VG,1967,Саратовская область,2014-13-01,13,345499.26
FE,1914,Амурская область,2011-13-08,2,11590.61
SB,1897,Республика Тыва,2010-08-08,9,148807.38
SO,1930,Севастополь,2015-23-04,7,3056.39
NK,1893,Карачаево-Черкесская Республика,2012-04-07,17,274488.67
CE,1925,Владимирская область,2011-22-11,12,247235.53
CE,1926,Москва,2014-24-05,8,181432.56
NK,1894,Республика Ингушетия,2015-31-03,23,484557.11
CE,1927,Тульская область,2012-11-08,13,226843.50
NW,1897,Новгородская область,2012-21-10,25,1130877.97
SB,1898,Республика Бурятия,2014-22-05,11,356377.35
VG,1968,Республика Марий Эл,2015-03-06,7,206034.42
NW,1898,Калининградская область,2013-29-08,12,73853.30
UR,1894,Курганская область,2013-20-03,1,4261.49
SO,1931,Волгоградская область,2014-21-02,19,411904.84
SB,1899,Омская область,2012-15-08,26,786875.72
SB,1900,Кемеровская область,2011-26-02,6,135378.20
NW,1899,Псковская область,2012-30-05,14,160291.67
UR,1895,Тюменская область,2011-06-02,16,64210.00
NW,1900,Вологодская область,2013-02-03,11,61111.15
NW,1901,Новгородская область,2013-29-10,3,48314.60
FE,1915,Магаданская область,2013-22-11,8,26470.62
CE,1928,Московская область,2015-21-02,20,303767.01
SO,1932,Республика Крым,2013-16-08,5,66875.27
VG,1969,Республика Татарстан,2011-17-10,9,283030.36
NW,1902,Мурманская область,2015-03-07,13,424660.76
SB,1901,Республика Алтай,2012-28-04,20,317760.01
SO,1933,Севастополь,2014-01-11,14,29251.50
NW,1903,Новгородская область,2010-03-12,23,7560.14
SO,1934,Республика Калмыкия,2010-29-12,11,89223.22
FE,1916,Республика Саха (Якутия),2010-12-07,15,175179.14
UR,1896,Ханты-Мансийский автономный округ,2014-11-12,19,65908.17
SB,1902,Новосибирская область,2011-14-09,16,572740.25
NW,1904,Санкт-Петербург,2016-19-03,1,7996.12
FE,1917,Магаданская область,2010-17-05,13,155267.36
NW,1905,Мурманская область,2014-26-09,17,349422.76
NK,1895,Республика Дагестан,2010-24-08,15,57988.89
SO,1935,Республика Калмыкия,2015-21-01,12,168558.94
SO,1936,Республика Адыгея,2011-05-02,10,46969.57
CE,1929,Костромская область,2013-06-07,2,85121.52
NK,1896,Республика Северная Осетия,2013-02-02,10,381487.37
CE,1930,Рязанская область,2016-28-07,11,100001.32
NK,1897,Республика Дагестан,2012-10-09,11,120569.09
UR,1897,Курганская область,2013-21-12,12,74647.72
VG,1970,Ульяновская область,2016-18-03,0,0.00
VG,1971,Саратовская область,2012-01-08,30,597115.04
CE,1931,Костромская область,2016-21-01,15,9162.22
CE,1932,Тульская область,2016-11-05,16,84734.14
UR,1898,Тюменская область,2011-31-01,26,600112.94
SB,1903,Новосибирская область,2014-24-01,11,191790.59
SB,1904,Новосибирская область,2013-11-01,3,14439.19
NK,1898,Республика Ингушетия,2013-12-04,1,21506.19
SO,1937,Астраханская область,2015-15-06,19,2141.10
CE,1933,Тульская область,2012-03-12,10,7524.58
SO,1938,Астраханская область,2015-08-07,22,88668.75
NK,1899,Республика Северная Осетия,2011-23-07,7,59796.35
NW,1906,Мурманская область,2013-01-01,13,76870.65
VG,1972,Пензенская область,2016-27-03,15,152805.22
NW,1907,Ненецкий автономный округ,2013-05-09,17,239740.05
CE,1934,Брянская область,2011-30-11,6,117968.03
SB,1905,Республика Бурятия,2013-12-10,15,327060.51
SO,1939,Ростовская область,2014-07-05,16,209116.56
CE,1935,Владимирская область,2014-08-05,13,37615.85
SO,1940,Астраханская область,2014-14-11,12,137456.62
FE,1918,Магаданская область,2012-13-04,11,32422.85
NK,1900,Республика Дагестан,2011-22-09,13,171917.84
SO,1941,Ростовская область,2012-26-05,7,201867.41
FE,1919,Камчатский край,2010-24-10,8,180619.15
NW,1908,Ленинградская область,2013-23-10,1,4910.25
VG,1973,Нижегородская область,2010-21-01,15,8699.81
FE,1920,Республика Саха (Якутия),2012-04-06,3,82610.20
FE,1921,Сахалинская область,2010-24-10,12,180066.50
FE,1922,Республика Саха (Якутия),2013-21-04,6,41833.52
UR,1899,Челябинская область,2015-02-05,2,32769.63
CE,1936,Белгородская область,2011-14-06,13,1545.88
FE,1923,Магаданская область,2013-25-11,8,272898.73
FE,1924,Приморский край,2015-14-04,13,159036.51
NK,1901,Республика Дагестан,2012-13-04,12,444300.22
VG,1974,Чувашская Республика,2014-08-07,4,147344.04
FE,1925,Республика Саха (Якутия),2015-17-12,24,97254.47
UR,1900,Курганская область,2011-03-08,8,159956.01
SO,1942,Севастополь,2012-13-05,16,392479.09
SO,1943,Республика Адыгея,2011-10-03,1,23409.87
UR,1901,Ханты-Мансийский автономный округ,2011-18-05,14,109150.37
FE,1926,Хабаровский край,2011-30-12,6,21810.07
NK,1902,Республика Ингушетия,2011-28-11,4,804.86
SO,1944,Севастополь,2013-15-07,3,7930.63
NW,1909,Ненецкий автономный округ,2010-03-11,5,64025.15
UR,1902,Ямало-Ненецкий автономный округ,2016-18-04,4,13582.78
UR,1903,Свердловская область,2011-16-03,17,206553.08
UR,1904,Свердловская область,2015-08-12,6,176733.64
SO,1945,Астраханская область,2014-07-10,16,353562.88
SB,1906,Новосибирская область,2012-04-12,7,45031.54
UR,1905,Ханты-Мансийский автономный округ,2011-23-07,23,596120.52
NW,1910,Псковская область,2013-18-03,2,20637.68
SO,1946,Республика Калмыкия,2012-28-07,16,494161.14
CE,1937,Владимирская область,2010-28-01,10,23960.55
VG,1975,Оренбургская область,2013-24-07,28,20544.87
SB,1907,Алтайский край,2011-13-08,13,139427.30
VG,1976,Кировская область,2012-11-06,19,66728.64
VG,1977,Ульяновская область,2011-22-10,6,20169.12
VG,1978,Республика Марий Эл,2012-07-11,15,594829.61
VG,1979,Республика Башкортостан,2013-29-09,11,167962.61
UR,1906,Ямало-Ненецкий автономный округ,2013-12-12,3,69533.77
SB,1908,Новосибирская область,2011-06-06,8,51495.59
SO,1947,Астраханская область,2011-22-11,6,184164.32
NW,1911,Республика Карелия,2014-21-09,17,501834.31
FE,1927,Камчатский край,2011-24-02,6,51931.22
VG,1980,Нижегородская область,2011-11-12,0,0.00
NW,1912,Ненецкий автономный округ,2015-20-03,0,0.00
UR,1907,Челябинская область,2016-23-05,1,11800.69
UR,1908,Ханты-Мансийский автономный округ,2011-08-03,3,18853.39
VG,1981,Кировская область,2013-26-01,20,794856.23
NW,1913,Калининградская область,2011-27-07,6,148472.65
CE,1938,Москва,2010-15-05,11,53504.45
NK,1903,Республика Ингушетия,2015-15-03,2,18390.53
VG,1982,Ульяновская область,2015-04-04,10,114027.70
VG,1983,Республика Марий Эл,2012-09-11,24,323747.99
SB,1909,Новосибирская область,2015-27-09,12,104066.79
SO,1948,Астраханская область,2011-31-10,16,365073.00
SB,1910,Алтайский край,2010-26-07,5,60928.21
SB,1911,Республика Бурятия,2013-05-12,21,370625.62
NW,1914,Псковская область,2015-11-09,10,139804.44
CE,1939,Брянская область,2015-03-10,19,338374.90
VG,1984,Пермский край,2011-15-08,11,236956.74
NW,1915,Архангельская область,2013-26-07,23,350716.58
VG,1985,Пензенская область,2012-24-09,15,288154.46
FE,1928,Приморский край,2014-12-12,26,746857.27
UR,1909,Ханты-Мансийский автономный округ,2012-31-10,14,16919.25
VG,1986,Нижегородская область,2011-14-09,14,81694.17
NK,1904,Республика Северная Осетия,2010-27-02,19,279026.01
NW,1916,Республика Коми,2011-09-11,7,27480.11
VG,1987,Нижегородская область,2012-26-02,9,218298.54
NW,1917,Санкт-Петербург,2010-10-12,6,52372.03
SB,1912,Иркутская область,2010-03-05,2,32799.15
SB,1913,Красноярский край,2012-25-06,7,213185.12
FE,1929,Хабаровский край,2012-19-12,9,38154.58
FE,1930,Сахалинская область,2012-03-10,15,171214.38
UR,1910,Тюменская область,2012-22-03,7,10034.68
CE,1940,Тамбовская область,2014-20-05,10,193717.45
SO,1949,Республика Калмыкия,2012-30-06,7,16100.76
FE,1931,Амурская область,2014-07-07,7,186418.12
NK,1905,Карачаево-Черкесская Республика,2013-02-12,3,33362.27
FE,1932,Камчатский край,2014-30-10,14,100916.14
NW,1918,Вологодская область,2015-14-09,8,69381.33
NK,1906,Кабардино-Балкарская Республика,2013-02-09,13,63824.80
UR,1911,Челябинская область,2015-02-04,18,162491.62
CE,1941,Владимирская область,2014-14-05,4,7332.84
NK,1907,Карачаево-Черкесская Республика,2014-17-02,14,194950.14
VG,1988,Пензенская область,2011-16-07,15,191226.22
FE,1933,Приморский край,2010-08-08,15,98200.23
SO,1950,Астраханская область,2016-23-06,6,204885.17
UR,1912,Тюменская область,2011-17-04,25,772070.37
UR,1913,Ханты-Мансийский автономный округ,2012-23-01,12,330237.85
NK,1908,Республика Северная Осетия,2012-07-03,11,127121.69
SB,1914,Алтайский край,2011-07-08,10,2698.23
SB,1915,Республика Бурятия,2012-17-01,27,154559.09
UR,1914,Ханты-Мансийский автономный округ,2013-28-10,17,113887.38
SO,1951,Волгоградская область,2011-23-07,23,248699.36
NW,1919,Вологодская область,2015-04-04,12,4421.42
SB,1916,Республика Бурятия,2011-18-05,25,647500.22
NK,1909,Республика Северная Осетия,2015-13-10,27,185540.94
VG,1989,Саратовская область,2014-15-01,1,10855.73
CE,1942,Брянская область,2015-30-08,10,90117.13
FE,1934,Приморский край,2014-03-03,20,382210.12
UR,1915,Челябинская область,2015-06-09,11,92230.49
NK,1910,Республика Северная Осетия,2014-19-05,2,11683.17
SB,1917,Республика Тыва,2016-13-03,9,132262.49
CE,1943,Ивановская область,2015-14-06,25,251041.18
UR,1916,Ханты-Мансийский автономный округ,2014-29-03,0,0.00
UR,1917,Челябинская область,2015-19-04,14,40111.44
NW,1920,Республика Карелия,2010-30-05,4,38890.05
FE,1935,Еврейская автономная область,2012-19-02,10,311533.36
NW,1921,Вологодская область,2011-03-03,17,147608.64
SO,1952,Астраханская область,2013-26-08,12,215817.52
VG,1990,Чувашская Республика,2015-29-03,1,1714.32
FE,1936,Еврейская автономная область,2011-17-09,21,4512.06
SB,1918,Иркутская область,2011-21-08,9,381712.54
NK,1911,Республика Северная Осетия,2014-18-04,3,32482.24
SO,1953,Республика Адыгея,2010-14-05,22,185772.30
SB,1919,Республика Бурятия,2011-22-05,12,39968.48
SB,1920,Красноярский край,2011-12-09,2,57186.24
NW,1922,Псковская область,2012-09-09,9,251260.85
CE,1944,Ивановская область,2010-20-07,7,228484.44
NW,1923,Псковская область,2011-06-01,1,679.28
FE,1937,Еврейская автономная область,2015-21-06,22,73893.60
NK,1912,Республика Дагестан,2011-23-03,15,28632.78
UR,1918,Курганская область,2016-22-01,21,593107.09
SO,1954,Республика Калмыкия,2016-13-06,16,307379.64
NW,1924,Ненецкий автономный округ,2016-04-01,11,63656.32
FE,1938,Сахалинская область,2014-12-10,13,168465.32
FE,1939,Камчатский край,2013-05-11,8,311959.11
CE,1945,Москва,2010-04-03,23,122668.59
NW,1925,Вологодская область,2011-31-05,23,797435.70
